,global_step,wall_time,train_loss,test_loss
0,1,3.4809112548828125e-05,1.4864665269851685,1.4757232666015625
1,2,0.20547270774841309,1.2946776151657104,1.2814215421676636
2,3,0.24221587181091309,1.1364548206329346,1.1208055019378662
3,4,0.4448413848876953,0.9689804911613464,0.9510883688926697
4,5,0.5220077037811279,0.9221448302268982,0.9036637544631958
5,6,0.6438255310058594,0.8664959669113159,0.8474695086479187
6,7,0.7283360958099365,0.8402537703514099,0.8209995031356812
7,8,0.8396544456481934,0.7953464388847351,0.7757904529571533
8,9,0.9790422916412354,0.771382212638855,0.7516746520996094
9,10,1.021895170211792,0.7473803162574768,0.7275710701942444
10,11,1.1067368984222412,0.7297415733337402,0.7098746299743652
11,12,1.1840949058532715,0.7096491456031799,0.6897324323654175
12,13,1.2693448066711426,0.6969579458236694,0.6770321726799011
13,14,1.3613905906677246,0.6754705309867859,0.6555391550064087
14,15,1.4437413215637207,0.6645784974098206,0.6446617245674133
15,16,1.5256726741790771,0.6484778523445129,0.6286045908927917
16,17,1.6005487442016602,0.6394381523132324,0.619576096534729
17,18,1.7000432014465332,0.6243594884872437,0.6045445203781128
18,19,1.79032301902771,0.6160664558410645,0.5962925553321838
19,20,1.8813862800598145,0.6060636043548584,0.5863375067710876
20,21,1.9478814601898193,0.5973460674285889,0.5776685476303101
21,22,2.0532398223876953,0.588385283946991,0.5687611103057861
22,23,2.110898971557617,0.5822484493255615,0.5626721978187561
23,24,2.2121033668518066,0.572085976600647,0.5525830984115601
24,25,2.2969610691070557,0.566382110118866,0.5469231009483337
25,26,2.3638360500335693,0.5609495043754578,0.5415400266647339
26,27,2.4397010803222656,0.5557917356491089,0.5364271998405457
27,28,2.5372982025146484,0.5493492484092712,0.5300477147102356
28,29,2.6060783863067627,0.5443985462188721,0.5251500606536865
29,30,2.7012646198272705,0.5375182032585144,0.5183480381965637
30,31,2.799744129180908,0.5336927175521851,0.5145689249038696
31,32,2.8391356468200684,0.5298749208450317,0.5107969045639038
32,33,2.932626247406006,0.5253180861473083,0.5062997341156006
33,34,2.990828275680542,0.5213482975959778,0.5023791790008545
34,35,3.0737674236297607,0.5183676481246948,0.49944356083869934
35,36,3.1417922973632812,0.5149053931236267,0.4960273802280426
36,37,3.2064998149871826,0.511795163154602,0.4929676353931427
37,38,3.2937841415405273,0.5077772736549377,0.4890117049217224
38,39,3.3706820011138916,0.5047227740287781,0.48600611090660095
39,40,3.4420230388641357,0.5008829236030579,0.4822319746017456
40,41,3.5300185680389404,0.49830982089042664,0.47970259189605713
41,42,3.6144704818725586,0.49561819434165955,0.47705957293510437
42,43,3.670816421508789,0.4927601218223572,0.47425577044487
43,44,3.7482941150665283,0.49032655358314514,0.4718683660030365
44,45,3.808828592300415,0.4872286915779114,0.46883031725883484
45,46,3.9075779914855957,0.4849414527416229,0.46659135818481445
46,47,3.9486594200134277,0.48289281129837036,0.46458348631858826
