,global_step,wall_time,train_loss,test_loss
0,1,4.982948303222656e-05,1.4963496923446655,1.4854483604431152
1,2,0.26407575607299805,1.4454026222229004,1.4339834451675415
2,3,0.2923712730407715,1.384394645690918,1.3721904754638672
3,4,0.43236589431762695,1.2568060159683228,1.2425097227096558
4,5,0.5335450172424316,1.14596688747406,1.1300569772720337
5,6,0.8222827911376953,0.9821788668632507,0.9640400409698486
6,7,1.0853536128997803,0.9000270366668701,0.8808468580245972
7,8,1.337984323501587,0.8572245240211487,0.8375961780548096
8,9,1.571998119354248,0.8152177929878235,0.7953457832336426
9,10,1.7921044826507568,0.7761673331260681,0.7561478614807129
10,11,1.9884023666381836,0.7489317059516907,0.7288433909416199
11,12,2.2203524112701416,0.7241901755332947,0.7040528655052185
12,13,2.459606885910034,0.6970745921134949,0.6769238710403442
13,14,2.684046983718872,0.6767346858978271,0.6566205024719238
14,15,2.8833093643188477,0.6637550592422485,0.6436959505081177
15,16,3.1125950813293457,0.6495313048362732,0.6295247673988342
16,17,3.3536744117736816,0.6323345303535461,0.612396240234375
17,18,3.6007845401763916,0.6171679496765137,0.5972967147827148
18,19,3.838810920715332,0.6059603691101074,0.5861555933952332
19,20,4.004314661026001,0.5968912243843079,0.5771506428718567
20,21,4.2125608921051025,0.5896375179290771,0.5699553489685059
21,22,4.482542276382446,0.5785068273544312,0.5589059591293335
22,23,4.717879772186279,0.5679026246070862,0.5483872294425964
23,24,4.915703058242798,0.5615094304084778,0.542053759098053
24,25,5.122438907623291,0.5571135878562927,0.5377030968666077
25,26,5.364151954650879,0.5496199131011963,0.5302863717079163
26,27,5.607568025588989,0.5404011607170105,0.5211661458015442
27,28,5.851488828659058,0.5348324775695801,0.5156615972518921
28,29,6.068018198013306,0.5304839015007019,0.5113669633865356
29,30,6.229101896286011,0.5261436700820923,0.5070850849151611
30,31,6.501209020614624,0.5204979777336121,0.5015186071395874
31,32,6.737030506134033,0.5145683884620667,0.4956723749637604
32,33,6.973789215087891,0.5103150606155396,0.49148324131965637
33,34,7.188839673995972,0.5066879987716675,0.4879135191440582
34,35,7.377177000045776,0.5034546256065369,0.48473694920539856
35,36,7.6273767948150635,0.4989719092845917,0.4803313612937927
36,37,7.87011194229126,0.4942944049835205,0.475737065076828
37,38,8.10658049583435,0.49089935421943665,0.4724053740501404
38,39,8.286567449569702,0.4882369339466095,0.46979525685310364
39,40,8.503403425216675,0.4854850769042969,0.4671013653278351
40,41,8.74753999710083,0.48178374767303467,0.4634780287742615
41,42,8.994782447814941,0.478094220161438,0.45986807346343994
42,43,9.238719701766968,0.4751850664615631,0.4570237696170807
43,44,9.47724175453186,0.4722965955734253,0.45420435070991516
44,45,9.605425834655762,0.46983006596565247,0.4517973065376282
45,46,9.787197351455688,0.46780598163604736,0.4498259425163269
46,47,10.106444120407104,0.4649806320667267,0.44707274436950684
47,48,10.358455181121826,0.46208614110946655,0.44425439834594727
48,49,10.597355604171753,0.4595179259777069,0.4417564868927002
49,50,10.816338062286377,0.45762819051742554,0.4399205446243286
50,51,10.9933922290802,0.4559357762336731,0.43827733397483826
51,52,11.24450945854187,0.45371103286743164,0.4361189901828766
52,53,11.484336137771606,0.4510473906993866,0.43353602290153503
53,54,11.710865497589111,0.44916126132011414,0.43170884251594543
54,55,11.934207677841187,0.4477284848690033,0.4303217828273773
55,56,12.162951946258545,0.44588378071784973,0.4285380244255066
56,57,12.400408506393433,0.44380077719688416,0.426524817943573
57,58,12.626874446868896,0.44193363189697266,0.42472147941589355
58,59,12.859172105789185,0.44039806723594666,0.42323940992355347
59,60,13.09061574935913,0.4387053847312927,0.4216071665287018
60,61,13.286824226379395,0.4370383322238922,0.42000189423561096
61,62,13.5241117477417,0.4357171356678009,0.41873013973236084
62,63,13.747459173202515,0.43390247225761414,0.41698339581489563
63,64,13.97692322731018,0.4325230121612549,0.41565796732902527
64,65,14.20410442352295,0.4310325086116791,0.4142264127731323
65,66,14.428978204727173,0.42968884110450745,0.41293707489967346
66,67,14.659584045410156,0.42823538184165955,0.4115426242351532
67,68,14.893961429595947,0.42686501145362854,0.4102296829223633
68,69,15.130191564559937,0.4253745675086975,0.40880250930786133
69,70,15.354743957519531,0.4241400361061096,0.40762123465538025
70,71,15.555235385894775,0.42303818464279175,0.4065682590007782
71,72,15.79350471496582,0.4219003915786743,0.4054814875125885
72,73,16.02856206893921,0.42033302783966064,0.4039849638938904
73,74,16.257277488708496,0.41911816596984863,0.40282630920410156
74,75,16.474674940109253,0.4182298481464386,0.40197962522506714
75,76,16.699381351470947,0.4172130525112152,0.40101149678230286
76,77,16.93611788749695,0.415957510471344,0.39981645345687866
77,78,17.175755977630615,0.41468676924705505,0.39860799908638
78,79,17.41234517097473,0.4136746823787689,0.39764609932899475
79,80,17.64635467529297,0.41266703605651855,0.39668941497802734
80,81,17.83949303627014,0.41172948479652405,0.39580005407333374
81,82,18.075551986694336,0.4107758402824402,0.3948960304260254
82,83,18.317094564437866,0.40960022807121277,0.39378219842910767
83,84,18.551289319992065,0.4085802435874939,0.3928163945674896
84,85,18.766129732131958,0.4077466130256653,0.39202776551246643
85,86,18.996962785720825,0.4069819152355194,0.39130526781082153
86,87,19.234766006469727,0.40591496229171753,0.39029747247695923
87,88,19.45898962020874,0.4049086570739746,0.389347642660141
88,89,19.680399656295776,0.40420985221862793,0.38868847489356995
89,90,19.904213905334473,0.4034213721752167,0.3879453241825104
90,91,20.137675285339355,0.4025036692619324,0.38708093762397766
91,92,20.37130093574524,0.40153470635414124,0.3861689567565918
92,93,20.603294849395752,0.4007292687892914,0.38541144132614136
93,94,20.82663369178772,0.4000408351421356,0.3847646117210388
94,95,21.0274076461792,0.39930421113967896,0.38407304883003235
95,96,21.261816263198853,0.39851945638656616,0.3833366334438324
96,97,21.506954193115234,0.39757293462753296,0.3824487626552582
97,98,21.75494146347046,0.3967876732349396,0.38171297311782837
98,99,21.96780014038086,0.39611032605171204,0.38107869029045105
99,100,22.166783332824707,0.39560437202453613,0.3806058466434479
100,101,22.410354614257812,0.39481469988822937,0.37986740469932556
101,102,22.646933555603027,0.3939492702484131,0.3790586292743683
102,103,22.88498067855835,0.3932597041130066,0.37841466069221497
103,104,23.10994815826416,0.3926742374897003,0.3778683841228485
104,105,23.314332485198975,0.3920882046222687,0.377322256565094
105,106,23.54846715927124,0.39140138030052185,0.37668219208717346
106,107,23.78705382347107,0.39061251282691956,0.37594783306121826
107,108,24.028026819229126,0.3899957239627838,0.37537387013435364
108,109,24.25728154182434,0.3893928527832031,0.3748133182525635
109,110,24.480420112609863,0.3888426721096039,0.37430235743522644
110,111,24.7094829082489,0.38821154832839966,0.3737166225910187
111,112,24.923293828964233,0.387548565864563,0.37310123443603516
112,113,25.146137475967407,0.38704201579093933,0.3726315498352051
113,114,25.392366647720337,0.3864700496196747,0.37210148572921753
114,115,25.636090517044067,0.3856681287288666,0.3713591396808624
115,116,25.83183264732361,0.385121613740921,0.3708535432815552
116,117,25.98393678665161,0.3848085403442383,0.37056416273117065
117,118,26.26793146133423,0.3842313289642334,0.3700309097766876
118,119,26.51066255569458,0.3835138976573944,0.3693682849407196
119,120,26.754594564437866,0.38289880752563477,0.36880090832710266
